ticket_id,title,category_reported,domain,priority,severity,status,created_at,resolved_at,description,symptoms,impact,service_component,environment,technology_stack,root_cause,resolution_steps,runbook_available,runbook_used,manual_intervention,true_category,predicted_category,confidence_score,resolution_time_minutes
INC-1553,Feature not working,Incident,Application / Backend Issues,P3,Medium,Resolved,2025-11-01 08:35:00,2025-11-04 01:35:00,Export to CSV button does nothing. Please look into this.,"No network request sent when clicking export button, console shows JS TypeError.","Users unable to export reports, blocking end-of-day workflows.",Analytics API,Production,"Go, Gin",Recent refactor broke event listener binding on dynamic elements.,1. Reverted UI component commit. 2. Cleared CDN cache. 3. Re-deployed.,False,False,False,Bug,Incident,0.58,3900
INC-1554,Migrate from Jenkins to GitHub Actions,Improvement / Task,CI/CD & Deployment Issues,P2,Medium,Closed,2025-11-23 02:25:00,2025-11-27 22:25:00,Jenkins maintenance is taking 4+ hours per month and is a single point of failure for all CI.,"Jenkins server maintenance taking 4+ hours per month, blocking deployments.",High operational overhead and single point of failure in CI infrastructure.,Jenkins,Production,"Jenkins, GitHub Actions","Jenkins self-hosted with no HA setup, all CI dependent on single VM.",1. Assessed GitHub Actions feasibility. 2. Migrated 3 pipelines. 3. Deprecated Jenkins.,False,False,False,Improvement / Task,Improvement / Task,0.76,6960
INC-1555,Webhook delivery failure,Improvement / Task,Misc / Edge / New Issues,P3,Medium,Resolved,2025-11-27 03:58:00,2025-11-29 13:58:00,Third-party integration not receiving webhooks since last Tuesday.,Third-party integration not receiving webhooks since last Tuesday.,"Partner integration broken, manual workaround in place.",Webapp,Production,"Celery, Redis","Webhook URL changed on partner side without notification, our side still hitting old URL.",1. Contacted partner. 2. Updated webhook URL. 3. Verified delivery resumed.,False,False,False,Bug,Improvement / Task,0.63,3480
INC-1556,Pod crash looping,Bug,Infrastructure / Cloud Issues,P1,Critical,Closed,2025-10-06 04:03:00,2025-10-10 00:03:00,"Payment service pods in CrashLoopBackOff, restarting every 30s. It was working fine yesterday.",CrashLoopBackOff on payment-service pods. Restarts every 30 seconds.,"Payment service fully down, all transactions failing.",Kubernetes Cluster,Production,"AWS EC2, Python",Missing environment variable after config map was accidentally deleted.,1. Checked pod logs. 2. Restored config map from git. 3. Pods stabilised.,True,False,False,Bug,Bug,0.75,5520
INC-1557,Timeouts on Dashboard,Bug,Application / Backend Issues,P3,Medium,Resolved,2025-08-14 14:06:00,2025-08-16 09:06:00,Dashboard takes 30+ seconds to load and then times out. It was working fine yesterday.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Order API,Production,"Python, FastAPI",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,False,False,True,Incident,Bug,0.67,2580
INC-1558,Add DB query performance monitoring,Improvement / Task,Database Issues,P3,Low,Resolved,2025-09-25 15:17:00,2025-09-28 03:17:00,Raising this for tracking: Slow queries only discovered reactively after user complaints. Need proactive query monitoring.,Slow queries only discovered reactively after user complaints.,No visibility into query performance trends before they cause incidents.,Inventory DB,Production,"PostgreSQL, Flyway","pg_stat_statements not enabled, no slow query logging configured.",1. Enabled pg_stat_statements. 2. Set log_min_duration_statement=500ms. 3. Added Grafana dashboard.,False,False,False,Improvement / Task,Improvement / Task,0.88,3600
INC-1559,Timeouts on Dashboard,Bug,Application / Backend Issues,P2,Medium,Resolved,2025-12-31 23:01:00,2026-01-03 16:01:00,FYI - Dashboard takes 30+ seconds to load and then times out.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Analytics API,Production,"React, Node.js",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,False,False,False,Bug,Bug,0.78,3900
INC-1560,Deadlock errors in transaction logs,Improvement / Task,Database Issues,P2,Medium,Closed,2025-11-01 20:46:00,2025-11-06 03:46:00,Intermittent deadlock exceptions in order processing every 2 hours. Need a fix ASAP.,Intermittent deadlock exceptions in order processing service every ~2 hours.,Approximately 0.5% of orders failing and requiring manual retry.,Inventory DB,Production,"PostgreSQL, PgBouncer",Two services acquiring locks on orders and inventory tables in opposite order.,1. Identified lock order from pg_locks. 2. Standardised lock acquisition order. 3. Deployed.,False,False,False,Incident,Improvement / Task,0.63,6180
INC-1561,Refactor authentication middleware,Bug,Application / Backend Issues,P3,Low,In Progress,2025-12-02 19:53:00,,Tech debt item: Auth logic is duplicated across 7 views. Code review flagged this as a maintenance and security risk.,Code review flagged auth logic duplicated across 7 views.,Technical debt increasing risk of auth bypass in future changes.,Frontend Webapp,Production,"Python, Django",Pending investigation,Pending investigation,False,False,False,Improvement / Task,Bug,0.58,
INC-1562,Intermittent packet loss,Incident,Network / Connectivity Issues,P3,Low,Closed,2025-08-28 10:43:00,2025-09-01 03:43:00,"pls check ASAP: 2-5% ping loss between nodes, TCP retransmits elevated.",Ping loss between nodes 2-5% intermittently. TCP retransmits elevated.,"Degraded performance for all real-time features, chat and notifications affected.",Internal Mesh,Production,Cloudflare,Faulty NIC on one hypervisor host causing CRC errors.,1. Identified host with mtr. 2. Migrated VMs. 3. Raised ticket with data centre.,False,False,True,Incident,Incident,0.9,5340
INC-1563,Slow query degrading API response,Bug,Application / Backend Issues,P2,Medium,Resolved,2025-08-16 16:30:00,2025-08-18 10:30:00,Urgent: Orders endpoint latency spiked from 200ms to 8 seconds.,P99 latency spiking from 200ms to 8s on /orders endpoint.,Order confirmation page timing out for ~15% of users.,Analytics API,Production,"Java, Spring Boot",Missing index on orders.created_at column after schema migration.,1. Ran EXPLAIN ANALYZE. 2. Added index concurrently. 3. Verified latency drop.,True,True,False,Bug,Bug,0.88,2520
INC-1564,Connection pool exhausted,Incident,Database Issues,P1,Critical,Resolved,2025-09-03 17:56:00,2025-09-06 11:56:00,"pls check ASAP: Apps cannot connect to DB, throwing pool errors.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",Main DB,Production,Redis,Microservice leaking connections by not closing cursors in exception path.,1. Killed idle connections via pg_terminate_backend. 2. Restarted offending service. 3. Fixed cursor handling.,True,True,True,Incident,Incident,0.73,3960
INC-1565,Slow query degrading API response,Bug,Application / Backend Issues,P3,Low,Closed,2026-01-09 21:17:00,2026-01-12 12:17:00,Urgent: Orders endpoint latency spiked from 200ms to 8 seconds.,P99 latency spiking from 200ms to 8s on /orders endpoint.,Order confirmation page timing out for ~15% of users.,Frontend Webapp,Production,"Python, FastAPI",Missing index on orders.created_at column after schema migration.,1. Ran EXPLAIN ANALYZE. 2. Added index concurrently. 3. Verified latency drop.,True,True,False,Bug,Bug,0.88,3780
INC-1566,Disk full on logging server,Bug,Infrastructure / Cloud Issues,P3,Medium,Resolved,2025-09-16 11:21:00,2025-09-19 10:21:00,"FYI - Unable to write logs, getting No Space Left on Device. Any ideas?","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",Kubernetes Cluster,Production,"Terraform, AWS",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,True,True,True,Incident,Bug,0.61,4260
INC-1567,Alert not firing for real outage,Bug,Monitoring / Alert Noise,P3,Medium,Resolved,2025-09-29 22:31:00,2025-10-01 18:31:00,Service was down for 12 minutes before anyone noticed.,Service was down for 12 minutes before anyone noticed. No alert fired.,Delayed detection significantly worsened incident impact.,Alertmanager,Production,OpenTelemetry,Alert rule targeting wrong metric label after Prometheus federation change.,1. Fixed label selector in alert rule. 2. Verified with promtool. 3. Added alert test.,False,False,True,Bug,Bug,0.78,2640
INC-1568,Pipeline stuck,Incident,CI/CD & Deployment Issues,P1,Critical,Resolved,2026-01-13 16:51:00,2026-01-15 12:51:00,CRITICAL: Production deployment pipeline hanging at build step for 2+ hours.,Production deployment pipeline hanging at build step for 2+ hours. No error output.,"Release blocked, hotfix cannot reach production.",GitHub Actions Runner,Production,"ArgoCD, Kustomize",Deadlock in concurrent test step caused by shared file handle.,1. Aborted stuck job. 2. Cleared workspace. 3. Added timeout to test step. 4. Reran.,True,True,True,Incident,Incident,0.72,2640
INC-1569,DNS resolution failing,Bug,Network / Connectivity Issues,P2,Medium,Closed,2025-12-09 07:39:00,2025-12-09 23:39:00,Services cannot resolve internal and external domains intermittently.,Services intermittently failing to resolve internal and external domains.,Cascading failures across 4 services depending on external APIs.,CoreDNS,Production,"Nginx, AWS ALB",CoreDNS pods overwhelmed by DNS flood from misconfigured ndots setting.,1. Scaled CoreDNS replicas from 2 to 5. 2. Added ndots:1 to pod DNS config. 3. Verified resolution.,False,False,True,Bug,Bug,0.78,960
INC-1570,Automate log rotation configuration,Incident,Infrastructure / Cloud Issues,P3,Low,Closed,2025-11-24 07:10:00,2025-11-27 13:10:00,Post-incident review flagged manual log rotation as a recurring operational risk across all nodes.,Post-incident review revealed manual log rotation as recurring risk.,Recurring risk of disk full incidents across all logging nodes.,EC2 Fleet,Production,"AWS EC2, Python",No standardised log rotation policy enforced via configuration management.,1. Added logrotate config to Ansible playbook. 2. Applied across fleet. 3. Tested.,False,False,False,Improvement / Task,Incident,0.61,4680
INC-1571,Node not ready in cluster,Incident,Infrastructure / Cloud Issues,P2,High,Resolved,2025-12-25 02:05:00,2025-12-25 11:05:00,"FYI - Kubernetes node showing NotReady, pods being evicted. Any ideas?",kubectl shows node in NotReady state. Pods evicted and rescheduled causing brief downtime.,"30% capacity reduction, some pods pending for 15 minutes.",S3 Buckets,Production,"Kubernetes, Docker",Kubelet ran out of memory due to log file accumulation on node.,1. Drained node. 2. Cleared logs. 3. Restarted kubelet. 4. Uncordoned.,True,True,False,Incident,Incident,0.87,540
INC-1572,S3 bucket access denied,Improvement / Task,Infrastructure / Cloud Issues,P1,High,Resolved,2025-12-14 00:17:00,2025-12-15 02:17:00,CRITICAL: Application throwing AccessDenied on all file upload attempts.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,Celery Workers,Staging,"Terraform, AWS",IAM role policy accidentally removed during infrastructure-as-code refactor.,1. Identified missing statement in Terraform diff. 2. Re-applied policy. 3. Verified uploads.,False,False,False,Incident,Improvement / Task,0.65,1560
INC-1573,Timeouts on Dashboard,Incident,Application / Backend Issues,P2,Medium,In Progress,2025-10-31 06:24:00,,Customer reported: Dashboard takes 30+ seconds to load and then times out.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Frontend Webapp,Production,"React, Node.js",Pending investigation,Pending investigation,False,False,True,Incident,Incident,0.8,
INC-1574,Disk full on logging server,Incident,Infrastructure / Cloud Issues,P1,High,In Progress,2025-09-23 20:25:00,,"CRITICAL: Unable to write logs, getting No Space Left on Device.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",Celery Workers,Production,"Kubernetes, Docker",Pending investigation,Pending investigation,True,False,False,Incident,Incident,0.95,
INC-1575,Alert not firing for real outage,Incident,Monitoring / Alert Noise,P3,Low,Resolved,2025-10-20 13:44:00,2025-10-20 17:44:00,Urgent: Service was down for 12 minutes before anyone noticed.,Service was down for 12 minutes before anyone noticed. No alert fired.,Delayed detection significantly worsened incident impact.,Grafana,Production,ELK Stack,Alert rule targeting wrong metric label after Prometheus federation change.,1. Fixed label selector in alert rule. 2. Verified with promtool. 3. Added alert test.,True,True,True,Incident,Incident,0.95,240
INC-1576,Disk full on logging server,Bug,Infrastructure / Cloud Issues,P3,Medium,Resolved,2025-08-14 02:43:00,2025-08-14 04:43:00,"FYI - Unable to write logs, getting No Space Left on Device.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",ELK Stack,Staging,"AWS EC2, Python",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,True,True,False,Bug,Bug,0.78,120
INC-1577,Docker image build failing,Incident,CI/CD & Deployment Issues,P1,High,Resolved,2025-09-01 00:32:00,2025-09-01 06:32:00,pls check ASAP: CI failing at docker build with package not found error.,CI failing at docker build step: 'package not found'. Worked in local builds.,All deployments blocked for 3 services sharing this base image.,Jenkins,Production,"ArgoCD, Kustomize",Upstream Alpine package repository changed package name in new version.,1. Pinned base image to specific digest. 2. Updated package name. 3. Rebuilt.,False,False,False,Incident,Incident,0.72,360
INC-1578,Background job not running,Bug,Application / Backend Issues,P2,High,Closed,2025-08-18 19:24:00,2025-08-23 16:24:00,"Hey team, Nightly report emails not being sent.",Nightly report emails not sent. Celery beat logs show task queued but never picked up.,Finance team missing daily summary reports.,Reporting Job,Staging,"React, Node.js",Redis connection pool exhausted; beat scheduler silently skipping tasks.,1. Restarted Redis. 2. Increased max connections. 3. Added alerting on queue depth.,False,False,False,Bug,Bug,0.76,7020
INC-1579,Token expiration issue,Incident,Authentication / Authorization Issues,P3,Medium,Resolved,2025-09-23 01:58:00,2025-09-23 10:58:00,pls check ASAP: Users getting randomly logged out mid-session.,Users getting randomly logged out mid-session. JWT validation failing for valid tokens.,"All users affected, session stability broken platform-wide.",Session Store,Production,"LDAP, Active Directory",JWT signing key rotation job ran but new key not propagated to all auth pods.,1. Identified key mismatch in logs. 2. Restarted auth pods with correct key. 3. Forced re-login.,True,True,False,Incident,Incident,0.86,540
INC-1580,Node not ready in cluster,Incident,Infrastructure / Cloud Issues,P2,Medium,Resolved,2025-09-29 03:48:00,2025-09-29 04:48:00,"CRITICAL: Kubernetes node showing NotReady, pods being evicted.",kubectl shows node in NotReady state. Pods evicted and rescheduled causing brief downtime.,"30% capacity reduction, some pods pending for 15 minutes.",Kubernetes Cluster,Production,"Ansible, Linux",Kubelet ran out of memory due to log file accumulation on node.,1. Drained node. 2. Cleared logs. 3. Restarted kubelet. 4. Uncordoned.,False,False,True,Incident,Incident,0.98,60
INC-1581,Migrate from Jenkins to GitHub Actions,Improvement / Task,CI/CD & Deployment Issues,P3,Medium,Closed,2026-01-27 11:14:00,2026-01-28 15:14:00,Jenkins maintenance is taking 4+ hours per month and is a single point of failure for all CI.,"Jenkins server maintenance taking 4+ hours per month, blocking deployments.",High operational overhead and single point of failure in CI infrastructure.,GitHub Actions Runner,Production,"ArgoCD, Kustomize","Jenkins self-hosted with no HA setup, all CI dependent on single VM.",1. Assessed GitHub Actions feasibility. 2. Migrated 3 pipelines. 3. Deprecated Jenkins.,True,False,True,Improvement / Task,Improvement / Task,0.97,1680
INC-1582,S3 bucket access denied,Incident,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-10-22 13:21:00,2025-10-23 03:21:00,Application throwing AccessDenied on all file upload attempts.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,EC2 Fleet,Production,"Kubernetes, Docker",IAM role policy accidentally removed during infrastructure-as-code refactor.,1. Identified missing statement in Terraform diff. 2. Re-applied policy. 3. Verified uploads.,False,False,True,Incident,Incident,0.91,840
INC-1583,Upgrade deprecated library,Improvement / Task,Application / Backend Issues,P3,Low,In Progress,2025-09-11 18:38:00,,Dependabot flagged a critical CVE in the requests library. Need to upgrade to patched version. Please look into this.,Dependabot flagged critical CVE in requests library.,Potential SSRF vulnerability if exploited.,Analytics API,Production,"Python, FastAPI",Pending investigation,Pending investigation,False,False,False,Improvement / Task,Improvement / Task,0.87,
INC-1584,Disk full on logging server,Incident,Infrastructure / Cloud Issues,P3,Medium,Resolved,2025-11-25 02:34:00,2025-11-27 16:34:00,"Hey team, Unable to write logs, getting No Space Left on Device.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",S3 Buckets,Staging,"Ansible, Linux",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,False,False,True,Incident,Incident,0.87,3720
INC-1585,TLS certificate expired,Incident,Network / Connectivity Issues,P2,High,Resolved,2025-10-20 07:25:00,2025-10-22 14:25:00,"Getting complaints that Browser showing certificate error, all HTTPS traffic failing.",Browser showing certificate error on main domain. API clients failing SSL handshake.,"All external traffic failing, complete customer-facing outage.",CoreDNS,Production,"Nginx, AWS ALB",cert-manager failed to renew certificate due to DNS challenge timeout.,1. Manually renewed via Let's Encrypt. 2. Fixed DNS challenge config. 3. Verified cert-manager auto-renew.,True,False,True,Incident,Incident,0.81,3300
INC-1586,Disk full on logging server,Incident,Infrastructure / Cloud Issues,P2,Medium,Closed,2025-11-13 23:12:00,2025-11-15 18:12:00,"Getting complaints that Unable to write logs, getting No Space Left on Device.","Unable to write logs, getting 'No Space Left on Device'. Elasticsearch unresponsive.","All log ingestion stopped, monitoring blind for duration of incident.",EC2 Fleet,Production,"Kubernetes, Docker",Log rotation cron job failed silently due to permission change after OS upgrade.,1. Manually deleted old indices. 2. Fixed cron permissions. 3. Set up disk usage alert.,True,True,False,Incident,Incident,0.81,2580
INC-1587,High CPU on worker nodes,Incident,Infrastructure / Cloud Issues,P1,Critical,Closed,2025-10-20 01:53:00,2025-10-20 19:53:00,"Urgent: Node CPU at 95%+, multiple pods throttled.",Node CPU at 95%+. Multiple pods throttled causing cascading slowdowns.,"System-wide latency spike, 3 services degraded simultaneously.",Celery Workers,Production,"AWS EC2, Python",Runaway Celery task consuming CPU due to infinite retry loop on bad message.,1. Identified task with top. 2. Purged queue. 3. Added max_retries to task config.,True,True,True,Incident,Incident,0.94,1080
INC-1588,Docker image build failing,Incident,CI/CD & Deployment Issues,P3,Low,Resolved,2025-08-29 04:26:00,2025-09-01 00:26:00,CI failing at docker build with package not found error. Affecting multiple users.,CI failing at docker build step: 'package not found'. Worked in local builds.,All deployments blocked for 3 services sharing this base image.,CI/CD Pipeline,Staging,"ArgoCD, Kustomize",Upstream Alpine package repository changed package name in new version.,1. Pinned base image to specific digest. 2. Updated package name. 3. Rebuilt.,False,False,False,Incident,Incident,0.95,4080
INC-1589,Connection pool exhausted,Incident,Database Issues,P2,High,Resolved,2025-11-30 04:49:00,2025-12-01 18:49:00,"Apps cannot connect to DB, throwing pool errors. It was working fine yesterday.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",Inventory DB,Production,"PostgreSQL, Flyway",Microservice leaking connections by not closing cursors in exception path.,1. Killed idle connections via pg_terminate_backend. 2. Restarted offending service. 3. Fixed cursor handling.,True,True,True,Incident,Incident,0.9,2280
INC-1590,Implement mTLS across service mesh,Improvement / Task,Network / Connectivity Issues,P3,Low,Resolved,2025-11-16 18:53:00,2025-11-17 07:53:00,Security audit found internal service-to-service traffic is unencrypted. mTLS needs to be enforced. Please look into this.,Security audit found internal service-to-service traffic unencrypted.,Risk of lateral movement if network is compromised.,CoreDNS,Staging,"Nginx, AWS ALB","Istio mTLS set to PERMISSIVE mode, never enforced.",1. Gradually enabled STRICT mTLS per namespace. 2. Fixed services failing handshake. 3. Enforced globally.,True,True,False,Improvement / Task,Improvement / Task,0.94,780
INC-1591,Role misconfiguration,Bug,Authentication / Authorization Issues,P2,Medium,Resolved,2025-08-23 16:31:00,2025-08-25 09:31:00,Admin users getting 403 Forbidden on billing portal. Please look into this.,Admin users getting 403 Forbidden on billing portal. Role shown as correct in DB.,Finance team blocked from critical workflows.,IAM Module,Staging,"LDAP, Active Directory",Accidental deletion of role-to-permission mapping during migration cleanup script.,1. Restored mapping from DB backup. 2. Cleared permission cache. 3. Verified admin access.,False,False,False,Bug,Bug,0.71,2460
INC-1592,Implement mTLS across service mesh,Improvement / Task,Network / Connectivity Issues,P3,Medium,Resolved,2025-08-27 23:23:00,2025-08-28 00:23:00,"Hey team, Security audit found internal service-to-service traffic is unencrypted. mTLS needs to be enforced.",Security audit found internal service-to-service traffic unencrypted.,Risk of lateral movement if network is compromised.,CoreDNS,Production,Cloudflare,"Istio mTLS set to PERMISSIVE mode, never enforced.",1. Gradually enabled STRICT mTLS per namespace. 2. Fixed services failing handshake. 3. Enforced globally.,False,False,False,Improvement / Task,Improvement / Task,0.92,60
INC-1593,Timeouts on Dashboard,Bug,Application / Backend Issues,P2,Medium,Closed,2026-01-01 21:24:00,2026-01-02 21:24:00,Dashboard takes 30+ seconds to load and then times out.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Analytics API,Staging,"Python, Django",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,False,False,False,Bug,Bug,0.75,1440
INC-1594,Slow query degrading API response,Bug,Application / Backend Issues,P2,Medium,Resolved,2025-12-30 06:57:00,2025-12-31 04:57:00,"Hey team, Orders endpoint latency spiked from 200ms to 8 seconds.",P99 latency spiking from 200ms to 8s on /orders endpoint.,Order confirmation page timing out for ~15% of users.,Order API,Production,"Python, FastAPI",Missing index on orders.created_at column after schema migration.,1. Ran EXPLAIN ANALYZE. 2. Added index concurrently. 3. Verified latency drop.,True,False,False,Bug,Bug,0.72,1320
INC-1595,API returning 500s,Incident,Application / Backend Issues,P1,High,Resolved,2025-11-23 10:10:00,2025-11-24 22:10:00,Checkout API is failing with 500 Internal Server Error. Please look into this.,"Spike in 500 status codes, logs show NullPointerException in payment module.",Users cannot complete checkout (approx 200 users affected).,Analytics API,Production,"Java, Spring Boot",Unhandled null value in payment payload from third-party provider.,1. Added null check. 2. Deployed hotfix. 3. Monitored error rates.,True,True,False,Incident,Incident,0.93,2160
INC-1596,Add automated smoke tests post-deploy,Improvement / Task,CI/CD & Deployment Issues,P3,Medium,Closed,2025-11-21 23:56:00,2025-11-25 03:56:00,Tech debt item: Post-incident review showed deployment issues could be caught in 2 minutes with basic smoke tests.,Post-incident review showed deployment issue could have been caught in 2 minutes.,Deployments currently have no automated health validation step.,GitHub Actions Runner,Production,"ArgoCD, Kustomize",Smoke test suite exists locally but never integrated into pipeline.,1. Added smoke test stage to Jenkins pipeline. 2. Auto-rollback on failure. 3. Tested.,False,False,False,Improvement / Task,Improvement / Task,0.78,4560
INC-1597,S3 bucket access denied,Bug,Infrastructure / Cloud Issues,P2,Medium,Resolved,2025-09-08 02:19:00,2025-09-09 21:19:00,Application throwing AccessDenied on all file upload attempts. Affecting multiple users.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,S3 Buckets,Production,"Kubernetes, Docker",IAM role policy accidentally removed during infrastructure-as-code refactor.,1. Identified missing statement in Terraform diff. 2. Re-applied policy. 3. Verified uploads.,False,False,False,Incident,Bug,0.6,2580
INC-1598,Timeouts on Dashboard,Incident,Application / Backend Issues,P2,Medium,Resolved,2026-01-25 14:06:00,2026-01-28 01:06:00,Dashboard takes 30+ seconds to load and then times out. Please look into this.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Checkout Service,Production,"Java, Spring Boot",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,False,False,False,Incident,Incident,0.74,3540
INC-1599,Alert not firing for real outage,Bug,Monitoring / Alert Noise,P2,Medium,Closed,2026-01-06 04:33:00,2026-01-07 23:33:00,Service was down for 12 minutes before anyone noticed. Need a fix ASAP.,Service was down for 12 minutes before anyone noticed. No alert fired.,Delayed detection significantly worsened incident impact.,PagerDuty,Production,"Datadog, PagerDuty",Alert rule targeting wrong metric label after Prometheus federation change.,1. Fixed label selector in alert rule. 2. Verified with promtool. 3. Added alert test.,False,False,True,Bug,Bug,0.93,2580
INC-1600,Webhook delivery failure,Incident,Misc / Edge / New Issues,P1,Critical,Resolved,2025-12-06 22:27:00,2025-12-08 20:27:00,"Hey team, Third-party integration not receiving webhooks since last Tuesday.",Third-party integration not receiving webhooks since last Tuesday.,"Partner integration broken, manual workaround in place.",Webhook Handler,Production,Node.js,"Webhook URL changed on partner side without notification, our side still hitting old URL.",1. Contacted partner. 2. Updated webhook URL. 3. Verified delivery resumed.,False,False,False,Incident,Incident,0.8,2760
INC-1601,S3 bucket access denied,Improvement / Task,Infrastructure / Cloud Issues,P2,High,Resolved,2025-12-04 04:08:00,2025-12-04 15:08:00,Application throwing AccessDenied on all file upload attempts.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,S3 Buckets,Production,"Ansible, Linux",IAM role policy accidentally removed during infrastructure-as-code refactor.,1. Identified missing statement in Terraform diff. 2. Re-applied policy. 3. Verified uploads.,False,False,False,Bug,Improvement / Task,0.6,660
INC-1602,Connection pool exhausted,Incident,Database Issues,P1,High,Resolved,2025-11-10 00:43:00,2025-11-12 20:43:00,"Hey team, Apps cannot connect to DB, throwing pool errors.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",Inventory DB,Staging,MySQL,Microservice leaking connections by not closing cursors in exception path.,1. Killed idle connections via pg_terminate_backend. 2. Restarted offending service. 3. Fixed cursor handling.,True,False,True,Incident,Incident,0.8,4080
INC-1603,Upgrade deprecated library,Bug,Application / Backend Issues,P3,Low,Closed,2025-12-13 00:45:00,2025-12-16 19:45:00,Tech debt item: Dependabot flagged a critical CVE in the requests library. Need to upgrade to patched version.,Dependabot flagged critical CVE in requests library.,Potential SSRF vulnerability if exploited.,Reporting Job,Production,"React, Node.js",Dependency pinned to old version and never updated.,1. Upgraded to patched version. 2. Ran regression tests. 3. Deployed.,False,False,False,Improvement / Task,Bug,0.65,5460
INC-1604,Add DB query performance monitoring,Improvement / Task,Database Issues,P3,Low,Resolved,2026-01-13 20:54:00,2026-01-13 23:54:00,Raising this for tracking: Slow queries only discovered reactively after user complaints. Need proactive query monitoring.,Slow queries only discovered reactively after user complaints.,No visibility into query performance trends before they cause incidents.,Inventory DB,Staging,MySQL,"pg_stat_statements not enabled, no slow query logging configured.",1. Enabled pg_stat_statements. 2. Set log_min_duration_statement=500ms. 3. Added Grafana dashboard.,False,False,True,Improvement / Task,Improvement / Task,0.74,180
INC-1605,Alert not firing for real outage,Incident,Monitoring / Alert Noise,P2,Medium,Closed,2026-01-25 10:18:00,2026-01-30 04:18:00,Service was down for 12 minutes before anyone noticed. Affecting multiple users.,Service was down for 12 minutes before anyone noticed. No alert fired.,Delayed detection significantly worsened incident impact.,Datadog,Production,OpenTelemetry,Alert rule targeting wrong metric label after Prometheus federation change.,1. Fixed label selector in alert rule. 2. Verified with promtool. 3. Added alert test.,True,True,False,Incident,Incident,0.71,6840
INC-1606,Slow query degrading API response,Improvement / Task,Application / Backend Issues,P3,Medium,Closed,2025-08-11 03:10:00,2025-08-14 14:10:00,Urgent: Orders endpoint latency spiked from 200ms to 8 seconds.,P99 latency spiking from 200ms to 8s on /orders endpoint.,Order confirmation page timing out for ~15% of users.,Frontend Webapp,Staging,"Python, Django",Missing index on orders.created_at column after schema migration.,1. Ran EXPLAIN ANALYZE. 2. Added index concurrently. 3. Verified latency drop.,True,True,True,Bug,Improvement / Task,0.65,4980
INC-1607,Feature not working,Improvement / Task,Application / Backend Issues,P3,Low,Resolved,2025-11-07 12:42:00,2025-11-08 16:42:00,Export to CSV button does nothing. It was working fine yesterday.,"No network request sent when clicking export button, console shows JS TypeError.","Users unable to export reports, blocking end-of-day workflows.",Reporting Job,Staging,"Java, Spring Boot",Recent refactor broke event listener binding on dynamic elements.,1. Reverted UI component commit. 2. Cleared CDN cache. 3. Re-deployed.,False,False,False,Bug,Improvement / Task,0.58,1680
